product_id,category,name,price_usd,cost_usd,margin_usd
77,Electronics,headphones cornflowerblue 890,171.64,100.08,71.56
78,Electronics,keyboard darkgoldenrod 878,319.4,213.52,105.88
79,Electronics,keyboard lightpink 617,282.65,193.26,89.39
80,Electronics,webcam sienna 646,424.86,270.09,154.77
81,Electronics,speaker coral 635,319.42,183.44,135.98
82,Electronics,monitor chocolate 307,555.99,426.9,129.09
83,Electronics,speaker magenta 552,108.17,58.03,50.14
84,Electronics,ssd rosybrown 174,71.35,40.83,30.52
85,Electronics,webcam lightskyblue 895,411.6,302.6,109.0
86,Electronics,mouse olivedrab 474,565.52,391.93,173.59
87,Electronics,mouse mediumturquoise 578,174.27,94.31,79.96
88,Electronics,webcam beige 598,455.61,240.67,214.94
89,Electronics,mouse sandybrown 265,594.23,445.51,148.72
90,Electronics,smartwatch midnightblue 531,596.62,370.59,226.03
91,Electronics,webcam floralwhite 474,233.27,123.09,110.18
92,Electronics,headphones darkorange 820,222.65,141.96,80.69
93,Electronics,headphones snow 402,249.08,163.2,85.88
94,Electronics,keyboard chocolate 334,94.32,73.15,21.17
95,Electronics,keyboard indianred 897,77.91,45.31,32.6
96,Electronics,mouse lightslategray 532,184.15,99.23,84.92
97,Electronics,monitor darkseagreen 627,261.39,172.77,88.62
98,Electronics,speaker lightblue 158,429.24,226.14,203.1
99,Electronics,mouse orchid 117,272.43,142.13,130.3
100,Electronics,keyboard orangered 976,486.93,255.7,231.23
101,Electronics,webcam springgreen 564,67.97,51.58,16.39
102,Electronics,headphones cyan 374,223.32,148.71,74.61
103,Electronics,mouse firebrick 212,54.63,38.94,15.69
104,Electronics,mouse rosybrown 419,179.28,99.38,79.9
105,Electronics,monitor palegoldenrod 556,332.72,186.91,145.81
106,Electronics,mouse lightseagreen 356,184.2,136.51,47.69
107,Electronics,headphones darkslategray 664,38.75,27.9,10.85
108,Electronics,webcam plum 557,323.11,185.37,137.74
109,Electronics,keyboard lightseagreen 772,405.24,281.65,123.59
110,Electronics,speaker papayawhip 618,341.17,261.55,79.62
111,Electronics,monitor mintcream 450,422.01,335.38,86.63
112,Electronics,webcam olive 751,504.4,359.14,145.26
113,Electronics,mouse lavender 155,260.68,157.52,103.16
114,Electronics,mouse deeppink 361,38.13,26.22,11.91
115,Electronics,smartwatch darkblue 961,123.05,64.64,58.41
116,Electronics,smartwatch fuchsia 388,526.21,368.96,157.25
117,Electronics,webcam deeppink 289,424.83,218.18,206.65
118,Electronics,mouse lavender 472,183.35,91.87,91.48
119,Electronics,ssd lavender 350,584.4,388.11,196.29
120,Electronics,headphones aquamarine 465,580.43,344.12,236.31
121,Electronics,mouse slateblue 586,30.61,18.81,11.8
122,Electronics,monitor gainsboro 616,316.58,177.38,139.2
123,Electronics,headphones lightgray 247,81.79,60.94,20.85
124,Electronics,smartwatch lightskyblue 406,364.48,225.32,139.16
125,Electronics,monitor antiquewhite 641,388.91,204.31,184.6
126,Electronics,mouse darkviolet 710,404.8,289.35,115.45
127,Electronics,smartwatch peachpuff 606,465.66,333.51,132.15
128,Electronics,mouse white 248,191.98,131.62,60.36
129,Electronics,headphones navajowhite 625,500.17,357.37,142.8
130,Electronics,smartwatch mediumaquamarine 242,448.3,333.39,114.91
131,Electronics,headphones darksalmon 828,501.05,338.32,162.73
132,Electronics,webcam thistle 752,78.5,40.24,38.26
133,Electronics,ssd cadetblue 562,576.92,353.64,223.28
134,Electronics,headphones saddlebrown 797,387.83,266.78,121.05
135,Electronics,webcam orangered 916,308.9,154.76,154.14
136,Electronics,keyboard orchid 648,456.51,297.14,159.37
137,Electronics,keyboard palegoldenrod 854,405.8,210.94,194.86
138,Electronics,speaker orangered 371,173.75,90.76,82.99
139,Electronics,webcam darkkhaki 857,445.72,250.3,195.42
140,Electronics,speaker skyblue 590,311.55,191.53,120.02
141,Electronics,monitor palegoldenrod 758,467.17,320.05,147.12
142,Electronics,webcam chocolate 360,74.16,40.36,33.8
143,Electronics,monitor gold 593,384.06,207.4,176.66
144,Electronics,headphones cornflowerblue 201,306.9,242.99,63.91
145,Electronics,webcam honeydew 628,415.15,243.8,171.35
146,Electronics,monitor purple 221,294.86,188.68,106.18
147,Electronics,webcam dodgerblue 584,207.65,109.17,98.48
148,Electronics,headphones darkolivegreen 618,195.07,102.01,93.06
149,Electronics,speaker mediumspringgreen 315,596.56,367.51,229.05
150,Electronics,keyboard cadetblue 636,361.44,196.09,165.35
151,Electronics,monitor darkkhaki 939,573.06,309.33,263.73
152,Electronics,monitor aliceblue 336,535.51,380.75,154.76
153,Electronics,speaker deeppink 125,541.69,349.85,191.84
154,Electronics,mouse whitesmoke 561,32.05,20.75,11.3
155,Electronics,smartwatch darkgreen 452,202.11,109.59,92.52
156,Electronics,smartwatch moccasin 101,210.16,158.05,52.11
157,Electronics,ssd bisque 222,457.92,344.23,113.69
158,Electronics,webcam cornsilk 396,436.42,336.25,100.17
159,Electronics,monitor honeydew 990,242.17,149.63,92.54
160,Electronics,keyboard oldlace 381,235.6,148.05,87.55
161,Electronics,headphones deeppink 777,189.96,97.92,92.04
162,Electronics,monitor lightcoral 372,391.93,213.47,178.46
163,Electronics,smartwatch mediumturquoise 482,321.25,178.92,142.33
164,Electronics,smartwatch moccasin 746,534.03,397.1,136.93
165,Electronics,smartwatch sienna 662,550.65,430.72,119.93
166,Electronics,webcam darkred 849,440.16,226.61,213.55
167,Electronics,smartwatch darkorange 759,286.99,208.3,78.69
168,Electronics,monitor slateblue 663,306.78,237.32,69.46
169,Electronics,mouse seagreen 388,127.33,79.51,47.82
170,Electronics,monitor silver 768,175.77,126.84,48.93
171,Electronics,monitor skyblue 594,261.54,149.5,112.04
172,Home & Kitchen,lamp magenta 758,170.53,91.39,79.14
173,Home & Kitchen,coffee maker darkblue 931,28.04,18.23,9.81
174,Home & Kitchen,vacuum darkturquoise 440,142.09,90.35,51.74
175,Home & Kitchen,toaster darkkhaki 297,117.99,63.94,54.05
176,Home & Kitchen,coffee maker mediumspringgreen 193,31.77,19.14,12.63
177,Home & Kitchen,air fryer lightgray 683,67.39,38.92,28.47
178,Home & Kitchen,coffee maker silver 522,222.94,161.61,61.33
179,Home & Kitchen,vacuum dodgerblue 485,109.33,71.86,37.47
180,Home & Kitchen,air fryer tomato 384,91.17,47.28,43.89
181,Home & Kitchen,lamp beige 615,242.24,130.27,111.97
182,Home & Kitchen,lamp greenyellow 321,161.11,122.26,38.85
183,Home & Kitchen,blender wheat 509,75.05,43.12,31.93
184,Home & Kitchen,cookware mistyrose 969,117.01,91.99,25.02
185,Home & Kitchen,toaster darkviolet 133,219.49,111.18,108.31
186,Home & Kitchen,vacuum yellowgreen 584,180.28,138.58,41.7
187,Home & Kitchen,lamp bisque 945,127.56,66.58,60.98
188,Home & Kitchen,lamp wheat 354,215.31,170.45,44.86
189,Home & Kitchen,toaster lime 634,36.17,19.76,16.41
190,Home & Kitchen,cookware darkgoldenrod 817,36.13,27.01,9.12
191,Home & Kitchen,cookware lightgoldenrodyellow 187,213.16,163.81,49.35
192,Home & Kitchen,lamp tomato 228,196.45,98.31,98.14
193,Home & Kitchen,coffee maker moccasin 832,146.65,74.98,71.67
194,Home & Kitchen,air fryer firebrick 640,240.98,165.78,75.2
195,Home & Kitchen,cookware mintcream 201,114.98,83.84,31.14
196,Home & Kitchen,blender ivory 296,82.08,64.27,17.81
197,Home & Kitchen,vacuum white 101,72.61,53.52,19.09
198,Home & Kitchen,blender yellow 385,138.99,111.04,27.95
199,Home & Kitchen,air fryer steelblue 586,164.7,126.02,38.68
200,Home & Kitchen,lamp mediumpurple 521,66.34,38.09,28.25
201,Home & Kitchen,cookware ivory 298,165.92,85.71,80.21
202,Home & Kitchen,vacuum goldenrod 183,222.36,154.35,68.01
203,Home & Kitchen,air fryer lawngreen 479,64.68,40.57,24.11
204,Home & Kitchen,coffee maker palegoldenrod 835,128.31,90.94,37.37
205,Home & Kitchen,vacuum khaki 106,96.96,60.01,36.95
206,Home & Kitchen,toaster green 169,80.11,60.37,19.74
207,Home & Kitchen,coffee maker tomato 884,128.97,72.24,56.73
208,Home & Kitchen,toaster snow 371,56.54,36.16,20.38
209,Home & Kitchen,toaster mintcream 738,223.44,119.03,104.41
210,Home & Kitchen,vacuum black 596,156.42,120.28,36.14
211,Home & Kitchen,vacuum black 709,228.5,118.12,110.38
212,Home & Kitchen,coffee maker lightseagreen 124,231.26,119.4,111.86
213,Home & Kitchen,lamp seashell 161,44.06,22.72,21.34
214,Home & Kitchen,coffee maker lightgoldenrodyellow 421,104.4,80.33,24.07
215,Home & Kitchen,cookware goldenrod 269,37.17,19.47,17.7
216,Home & Kitchen,air fryer mediumturquoise 637,55.76,38.79,16.97
217,Home & Kitchen,cookware rosybrown 842,122.23,72.55,49.68
218,Home & Kitchen,vacuum mediumvioletred 553,211.39,168.16,43.23
219,Home & Kitchen,coffee maker moccasin 182,36.15,18.92,17.23
220,Home & Kitchen,air fryer cyan 674,110.84,84.85,25.99
221,Home & Kitchen,toaster indigo 941,59.78,36.29,23.49
222,Home & Kitchen,air fryer darkkhaki 150,207.28,130.53,76.75
223,Home & Kitchen,cookware khaki 557,123.63,75.64,47.99
224,Home & Kitchen,coffee maker seashell 585,87.59,63.17,24.42
225,Home & Kitchen,blender gray 740,161.6,92.82,68.78
226,Home & Kitchen,toaster mediumslateblue 575,107.15,65.65,41.5
227,Home & Kitchen,blender greenyellow 299,202.8,105.17,97.63
228,Home & Kitchen,cookware skyblue 471,25.08,17.1,7.98
229,Home & Kitchen,air fryer aliceblue 144,90.39,71.06,19.33
230,Home & Kitchen,air fryer silver 382,189.15,133.71,55.44
231,Home & Kitchen,air fryer mediumturquoise 924,10.91,7.93,2.98
232,Home & Kitchen,cookware darkblue 945,237.16,123.23,113.93
233,Home & Kitchen,coffee maker darkorchid 576,35.74,25.54,10.2
234,Home & Kitchen,toaster orange 540,102.76,59.12,43.64
235,Home & Kitchen,toaster green 287,128.43,99.97,28.46
236,Home & Kitchen,blender silver 942,202.62,146.2,56.42
237,Home & Kitchen,cookware fuchsia 435,195.47,133.34,62.13
238,Home & Kitchen,toaster powderblue 901,86.69,52.76,33.93
239,Home & Kitchen,lamp mediumseagreen 870,28.96,16.19,12.77
240,Home & Kitchen,coffee maker darkcyan 134,69.35,36.02,33.33
241,Home & Kitchen,vacuum orchid 536,142.62,85.25,57.37
242,Home & Kitchen,blender sandybrown 186,247.08,143.17,103.91
243,Home & Kitchen,coffee maker palegoldenrod 826,33.14,21.53,11.61
244,Home & Kitchen,vacuum darkblue 571,51.57,27.84,23.73
245,Home & Kitchen,lamp dimgray 651,223.9,127.73,96.17
246,Home & Kitchen,toaster floralwhite 898,195.73,142.47,53.26
247,Home & Kitchen,toaster darksalmon 374,80.54,47.02,33.52
248,Home & Kitchen,air fryer black 549,70.97,41.03,29.94
249,Home & Kitchen,coffee maker deeppink 388,54.58,31.15,23.43
250,Home & Kitchen,lamp seagreen 357,55.18,28.66,26.52
251,Home & Kitchen,coffee maker darkviolet 927,131.76,75.03,56.73
252,Home & Kitchen,blender sienna 204,166.8,132.99,33.81
253,Home & Kitchen,blender mediumvioletred 960,123.94,92.43,31.51
254,Home & Kitchen,vacuum deepskyblue 400,229.45,117.5,111.95
255,Home & Kitchen,coffee maker darkseagreen 947,38.61,21.5,17.11
256,Home & Kitchen,lamp beige 624,56.6,29.58,27.02
257,Home & Kitchen,toaster aquamarine 893,52.66,35.86,16.8
258,Home & Kitchen,toaster darkkhaki 752,169.54,85.09,84.45
259,Home & Kitchen,lamp violet 138,180.33,109.08,71.25
260,Home & Kitchen,air fryer darkslategray 361,91.6,47.01,44.59
261,Home & Kitchen,blender powderblue 308,153.86,107.01,46.85
262,Home & Kitchen,toaster goldenrod 794,12.73,7.61,5.12
263,Home & Kitchen,air fryer hotpink 308,54.43,32.31,22.12
264,Home & Kitchen,blender black 164,200.87,133.46,67.41
265,Home & Kitchen,vacuum lightcoral 663,34.33,21.24,13.09
266,Home & Kitchen,coffee maker hotpink 267,163.4,86.17,77.23
267,Home & Kitchen,vacuum lightsteelblue 390,176.9,110.2,66.7
268,Home & Kitchen,cookware steelblue 419,83.82,65.88,17.94
269,Home & Kitchen,cookware lawngreen 526,145.96,88.62,57.34
270,Home & Kitchen,blender mediumorchid 472,217.42,173.72,43.7
271,Home & Kitchen,cookware lightgoldenrodyellow 308,57.33,41.19,16.14
272,Home & Kitchen,blender yellowgreen 216,114.2,62.46,51.74
273,Home & Kitchen,toaster peachpuff 473,31.72,21.36,10.36
274,Home & Kitchen,vacuum darkseagreen 152,195.53,105.39,90.14
275,Home & Kitchen,lamp chocolate 506,44.2,32.79,11.41
276,Home & Kitchen,blender midnightblue 854,147.49,114.77,32.72
277,Home & Kitchen,lamp salmon 265,51.2,30.94,20.26
278,Home & Kitchen,lamp tomato 492,51.23,26.65,24.58
279,Home & Kitchen,vacuum peachpuff 924,190.85,140.78,50.07
280,Home & Kitchen,coffee maker steelblue 144,82.39,61.89,20.5
281,Home & Kitchen,vacuum darkseagreen 751,85.49,58.33,27.16
282,Home & Kitchen,vacuum white 804,30.71,21.92,8.79
283,Home & Kitchen,toaster deeppink 977,223.87,154.94,68.93
284,Home & Kitchen,coffee maker violet 300,159.05,108.86,50.19
285,Home & Kitchen,toaster teal 142,123.51,82.71,40.8
286,Home & Kitchen,vacuum azure 467,235.25,128.67,106.58
287,Home & Kitchen,blender purple 935,45.87,36.29,9.58
288,Home & Kitchen,coffee maker gainsboro 875,19.86,13.28,6.58
289,Home & Kitchen,cookware antiquewhite 220,19.15,14.39,4.76
290,Home & Kitchen,vacuum deeppink 742,153.88,102.33,51.55
291,Home & Kitchen,toaster forestgreen 696,83.49,52.27,31.22
292,Home & Kitchen,coffee maker darkturquoise 557,112.18,78.26,33.92
293,Home & Kitchen,lamp sienna 733,115.2,58.41,56.79
294,Home & Kitchen,vacuum darkorchid 733,121.67,77.14,44.53
295,Home & Kitchen,toaster chocolate 929,206.55,155.11,51.44
296,Home & Kitchen,vacuum mediumorchid 467,106.08,55.18,50.9
297,Home & Kitchen,vacuum tomato 616,97.68,72.35,25.33
298,Home & Kitchen,lamp wheat 233,167.7,85.9,81.8
299,Home & Kitchen,blender skyblue 837,231.31,137.43,93.88
300,Home & Kitchen,lamp darkmagenta 486,29.19,21.18,8.01
301,Home & Kitchen,cookware chartreuse 977,238.21,128.84,109.37
302,Home & Kitchen,blender lightblue 934,249.07,179.24,69.83
303,Home & Kitchen,blender gold 603,56.49,44.88,11.61
304,Home & Kitchen,air fryer lightsalmon 269,239.59,185.64,53.95
305,Home & Kitchen,cookware blueviolet 167,199.21,155.22,43.99
306,Home & Kitchen,toaster darkgreen 262,94.22,68.48,25.74
307,Home & Kitchen,air fryer tan 935,225.17,131.16,94.01
308,Home & Kitchen,vacuum royalblue 591,44.46,28.93,15.53
309,Home & Kitchen,coffee maker black 343,152.05,104.12,47.93
310,Home & Kitchen,air fryer coral 513,99.34,55.6,43.74
311,Home & Kitchen,coffee maker red 435,162.78,94.98,67.8
312,Home & Kitchen,vacuum mediumorchid 217,50.5,37.14,13.36
313,Home & Kitchen,toaster tan 468,137.37,94.91,42.46
314,Home & Kitchen,toaster thistle 805,118.73,77.94,40.79
315,Home & Kitchen,blender green 977,70.49,46.57,23.92
316,Home & Kitchen,vacuum lightsalmon 484,187.1,114.4,72.7
317,Home & Kitchen,air fryer royalblue 882,148.57,90.34,58.23
318,Home & Kitchen,blender teal 861,116.15,64.23,51.92
319,Home & Kitchen,blender white 417,81.13,53.13,28.0
320,Home & Kitchen,cookware silver 779,241.83,184.05,57.78
321,Home & Kitchen,air fryer tan 326,185.93,134.64,51.29
322,Home & Kitchen,coffee maker lightblue 527,79.83,54.9,24.93
323,Home & Kitchen,lamp turquoise 600,97.38,50.09,47.29
324,Home & Kitchen,coffee maker lightgoldenrodyellow 155,157.0,80.65,76.35
325,Home & Kitchen,blender green 635,146.11,86.37,59.74
326,Home & Kitchen,air fryer rosybrown 408,138.19,86.23,51.96
327,Home & Kitchen,lamp darkslategray 948,42.09,25.67,16.42
328,Home & Kitchen,vacuum papayawhip 920,48.07,24.24,23.83
329,Home & Kitchen,coffee maker darkred 165,179.79,114.21,65.58
330,Home & Kitchen,cookware orangered 376,44.73,31.29,13.44
331,Home & Kitchen,vacuum red 157,204.78,161.8,42.98
332,Home & Kitchen,cookware maroon 708,207.01,158.94,48.07
333,Home & Kitchen,cookware cornsilk 630,148.83,101.29,47.54
334,Home & Kitchen,cookware lawngreen 100,128.28,70.49,57.79
335,Home & Kitchen,blender pink 290,24.77,12.57,12.2
336,Home & Kitchen,coffee maker cornsilk 207,48.21,37.29,10.92
337,Home & Kitchen,blender hotpink 301,157.03,109.46,47.57
338,Home & Kitchen,coffee maker limegreen 758,109.16,71.55,37.61
339,Home & Kitchen,lamp darkred 727,165.42,103.32,62.1
340,Home & Kitchen,coffee maker deepskyblue 740,132.06,68.56,63.5
341,Home & Kitchen,blender moccasin 589,248.57,178.3,70.27
342,Home & Kitchen,cookware darkturquoise 547,139.22,85.28,53.94
343,Beauty,lipstick lightcoral 771,109.91,57.61,52.3
344,Beauty,conditioner darkslategray 367,25.17,20.11,5.06
345,Beauty,serum seagreen 867,79.06,42.45,36.61
346,Beauty,lipstick indigo 153,113.43,65.67,47.76
347,Beauty,shampoo darkgray 802,78.12,54.98,23.14
348,Beauty,sunscreen orchid 322,116.77,68.74,48.03
349,Beauty,moisturizer slateblue 366,106.21,53.59,52.62
350,Beauty,serum dodgerblue 263,101.8,57.09,44.71
351,Beauty,lipstick ivory 498,110.22,61.46,48.76
352,Beauty,shampoo dodgerblue 972,74.14,45.51,28.63
353,Beauty,lipstick plum 961,110.99,88.18,22.81
354,Beauty,sunscreen thistle 814,58.99,44.36,14.63
355,Beauty,moisturizer palegreen 842,103.62,65.4,38.22
356,Beauty,serum mediumslateblue 317,70.59,41.81,28.78
357,Beauty,conditioner peachpuff 275,76.6,40.09,36.51
358,Beauty,serum gray 736,8.79,4.69,4.1
359,Beauty,serum mintcream 129,44.66,24.23,20.43
360,Beauty,moisturizer mediumaquamarine 749,9.79,6.93,2.86
361,Beauty,moisturizer darkgoldenrod 167,85.16,61.4,23.76
362,Beauty,sunscreen moccasin 939,92.6,51.84,40.76
363,Beauty,sunscreen azure 988,107.5,55.88,51.62
364,Beauty,lipstick mediumslateblue 310,113.6,60.45,53.15
365,Beauty,serum salmon 968,17.88,9.12,8.76
366,Beauty,lipstick purple 747,15.06,10.92,4.14
367,Beauty,shampoo azure 910,59.87,32.32,27.55
368,Beauty,lipstick olivedrab 533,28.57,17.02,11.55
369,Beauty,shampoo mediumpurple 389,7.41,4.28,3.13
370,Beauty,moisturizer tomato 428,87.31,53.29,34.02
371,Beauty,sunscreen lightyellow 733,62.93,47.54,15.39
372,Beauty,lipstick thistle 546,8.56,5.34,3.22
373,Beauty,sunscreen coral 821,93.9,56.72,37.18
374,Beauty,moisturizer darkolivegreen 982,66.86,37.77,29.09
375,Beauty,moisturizer khaki 546,71.07,41.66,29.41
376,Beauty,moisturizer darkkhaki 868,65.21,38.25,26.96
377,Beauty,moisturizer darkblue 603,5.5,3.56,1.94
378,Beauty,lipstick lightgray 606,96.63,53.66,42.97
379,Beauty,sunscreen lightpink 366,44.93,33.68,11.25
380,Beauty,sunscreen blueviolet 319,113.55,66.44,47.11
381,Beauty,lipstick gainsboro 751,31.63,17.39,14.24
382,Beauty,moisturizer lightpink 674,61.38,48.94,12.44
383,Beauty,moisturizer darkseagreen 510,77.21,46.84,30.37
384,Beauty,conditioner peru 532,107.56,77.83,29.73
385,Beauty,lipstick lightgoldenrodyellow 369,7.9,4.44,3.46
386,Beauty,conditioner palegreen 488,108.64,70.65,37.99
387,Beauty,lipstick deeppink 644,31.86,20.34,11.52
388,Beauty,sunscreen whitesmoke 761,91.76,66.61,25.15
389,Beauty,moisturizer thistle 259,45.08,26.96,18.12
390,Beauty,conditioner snow 273,81.14,58.63,22.51
391,Beauty,conditioner mediumorchid 693,55.46,40.6,14.86
392,Beauty,serum darkcyan 813,19.5,12.45,7.05
393,Beauty,serum lightseagreen 872,63.39,36.78,26.61
394,Beauty,lipstick chartreuse 840,100.05,68.55,31.5
395,Beauty,serum gainsboro 717,117.1,83.95,33.15
396,Beauty,sunscreen peru 293,45.09,25.74,19.35
397,Beauty,shampoo cornsilk 204,117.14,84.18,32.96
398,Beauty,serum lightgreen 493,115.67,61.36,54.31
399,Beauty,serum azure 850,118.14,87.24,30.9
400,Beauty,shampoo darkcyan 753,55.02,30.75,24.27
401,Beauty,moisturizer lightgoldenrodyellow 575,37.29,28.55,8.74
402,Beauty,moisturizer darkblue 547,6.45,4.88,1.57
403,Beauty,lipstick indigo 403,30.58,24.29,6.29
404,Beauty,conditioner cornflowerblue 855,7.54,4.35,3.19
405,Beauty,conditioner lightgray 973,5.63,3.22,2.41
406,Beauty,conditioner darkred 762,85.63,57.91,27.72
407,Beauty,conditioner saddlebrown 768,102.29,71.64,30.65
408,Beauty,lipstick aqua 795,85.51,64.62,20.89
409,Beauty,serum mediumslateblue 420,78.78,50.12,28.66
410,Beauty,shampoo papayawhip 529,77.25,40.89,36.36
411,Beauty,serum lightgreen 744,94.97,67.8,27.17
412,Beauty,serum darkseagreen 566,33.76,21.17,12.59
413,Beauty,moisturizer brown 791,76.48,47.63,28.85
414,Beauty,lipstick violet 770,111.97,62.13,49.84
415,Beauty,shampoo lawngreen 601,94.49,58.26,36.23
416,Beauty,moisturizer darkolivegreen 264,9.39,6.23,3.16
417,Beauty,lipstick dodgerblue 631,94.91,74.24,20.67
418,Beauty,shampoo lightgray 654,16.63,11.18,5.45
419,Beauty,serum burlywood 754,87.49,57.19,30.3
420,Beauty,shampoo gainsboro 567,64.99,40.5,24.49
421,Beauty,serum green 626,118.88,66.0,52.88
422,Beauty,moisturizer magenta 752,88.85,60.79,28.06
423,Beauty,moisturizer linen 162,34.03,20.91,13.12
424,Beauty,moisturizer wheat 743,13.65,10.57,3.08
425,Beauty,lipstick greenyellow 211,82.61,55.68,26.93
426,Beauty,serum lightsteelblue 639,39.9,24.74,15.16
427,Beauty,serum rosybrown 573,119.34,94.07,25.27
428,Beauty,serum steelblue 170,23.92,18.63,5.29
429,Beauty,lipstick fuchsia 838,27.21,18.85,8.36
430,Beauty,serum lightpink 782,98.68,53.67,45.01
431,Beauty,lipstick mediumturquoise 523,100.53,74.25,26.28
432,Beauty,conditioner azure 765,119.56,87.04,32.52
433,Beauty,serum lightcoral 902,94.68,60.67,34.01
434,Beauty,serum blue 359,35.75,21.91,13.84
435,Beauty,conditioner aquamarine 924,83.06,53.53,29.53
436,Beauty,lipstick azure 770,96.87,58.84,38.03
437,Beauty,shampoo tan 738,41.84,27.01,14.83
438,Beauty,lipstick gold 256,14.82,11.4,3.42
439,Beauty,shampoo thistle 947,103.26,53.4,49.86
440,Beauty,sunscreen sienna 243,109.17,80.26,28.91
441,Beauty,sunscreen lemonchiffon 115,100.6,69.41,31.19
442,Beauty,lipstick rosybrown 771,6.32,4.96,1.36
443,Beauty,shampoo darkmagenta 246,33.75,17.9,15.85
444,Beauty,serum plum 903,26.35,16.75,9.6
445,Beauty,serum snow 647,28.98,17.99,10.99
