customer_id,product_id,purchase_count
265,1127,1
266,247,1
266,347,1
266,357,2
266,362,1
266,608,1
266,743,1
266,998,2
266,1141,1
266,1172,1
269,395,1
269,678,1
270,231,4
270,245,1
270,263,1
270,404,1
270,491,1
270,903,1
271,464,1
271,959,1
272,197,1
272,922,1
273,40,1
273,191,1
273,297,1
275,358,4
275,418,1
275,473,1
275,504,1
275,1097,3
276,189,4
276,753,1
276,905,1
276,1016,1
276,1033,1
277,865,1
277,908,1
277,996,1
278,698,1
278,805,1
278,1184,1
279,142,2
279,235,1
279,369,1
279,671,1
280,1092,1
281,404,1
281,510,1
281,926,1
283,881,1
283,911,1
283,974,1
284,32,3
284,448,1
285,107,1
285,413,1
285,754,1
286,473,4
288,411,1
288,423,1
288,425,1
288,466,1
288,496,1
288,522,1
288,730,1
289,369,1
289,505,1
289,578,3
289,648,2
289,683,1
289,838,1
289,933,1
291,725,1
291,844,1
291,1173,1
293,55,1
294,373,4
294,468,1
294,702,1
294,748,1
294,775,3
294,824,1
294,951,1
296,273,1
297,967,1
297,1108,1
297,1142,3
297,1193,1
298,623,1
298,1082,1
299,780,1
302,481,1
302,572,3
303,579,1
303,837,1
303,1118,1
304,698,1
304,757,1
304,795,1
304,838,1
305,514,1
305,556,1
305,583,1
305,905,1
305,963,1
305,998,2
305,1008,1
305,1021,2
306,493,1
307,1052,1
307,1153,1
308,418,1
308,562,1
308,687,1
309,891,1
310,469,1
310,1013,3
310,1088,1
311,53,1
311,285,1
311,864,1
312,84,1
312,903,1
312,949,1
314,84,1
314,279,4
314,402,1
314,1145,1
315,405,1
315,441,1
315,504,1
315,514,1
315,684,1
315,825,1
315,914,1
315,1099,1
316,115,4
316,537,1
316,574,1
316,655,1
316,892,1
317,575,1
317,662,2
317,1194,1
318,69,1
318,231,1
318,294,4
318,1043,1
318,1059,1
320,512,1
320,696,1
320,748,4
320,874,1
320,897,1
320,958,1
320,1084,1
320,1133,1
320,1177,1
322,235,1
322,488,1
322,809,1
322,827,1
322,1061,3
323,289,1
323,719,1
324,356,3
324,671,1
326,142,1
326,463,1
327,104,3
327,300,1
327,350,1
327,424,1
327,690,1
327,697,1
327,747,1
327,915,1
327,1042,1
327,1043,4
327,1100,1
331,277,1
332,632,1
333,901,1
333,1101,1
334,247,1
334,328,1
334,340,2
334,440,1
334,665,1
334,716,1
334,770,1
334,831,1
334,850,1
334,1110,1
334,1148,1
334,1173,1
335,205,1
335,849,1
335,940,1
335,1007,1
335,1021,1
336,341,1
336,646,1
336,732,2
336,804,1
336,906,3
337,55,3
337,58,1
339,688,1
341,859,1
342,438,1
342,1065,1
343,260,4
343,328,1
343,618,4
343,889,1
343,950,1
344,213,4
344,418,1
344,557,1
344,620,1
344,1173,1
344,1174,1
345,666,3
345,945,1
345,1161,4
346,879,1
346,896,1
347,461,4
347,739,1
348,485,1
348,810,1
349,327,4
349,404,1
349,510,4
349,954,1
349,1050,1
349,1103,1
350,77,1
350,221,1
351,635,1
352,221,1
352,226,1
352,876,1
352,1100,1
352,1187,1
353,213,1
353,546,1
353,1122,1
353,1131,1
353,1133,1
354,308,1
354,372,1
354,668,1
354,711,1
354,1032,1
354,1035,1
354,1096,3
354,1144,1
354,1177,1
356,903,1
356,1090,1
356,1147,1
357,502,3
358,672,1
359,322,1
359,355,1
359,451,1
359,862,1
359,908,1
360,429,1
360,964,1
360,1037,1
361,147,1
361,797,1
362,120,1
362,231,3
362,336,2
362,344,3
362,366,1
363,850,4
364,284,1
364,512,1
365,413,3
366,750,1
369,403,1
369,654,1
369,693,2
369,916,1
369,1080,1
369,1097,1
369,1108,1
370,327,1
370,328,4
370,440,2
370,1181,1
371,714,1
372,112,1
372,120,4
372,173,1
372,262,4
372,871,2
372,1003,1
373,813,1
373,1177,1
375,287,1
375,608,1
375,871,1
375,933,4
376,27,1
376,588,1
376,697,1
376,849,1
377,665,1
377,791,1
377,1018,1
379,767,1
379,805,1
381,60,1
381,461,3
381,971,1
381,1150,1
382,255,1
382,256,1
382,333,1
382,442,1
382,450,4
382,747,1
382,780,1
382,877,1
385,605,1
385,971,1
385,991,1
386,935,1
387,457,1
387,468,1
387,548,3
387,860,1
387,869,1
387,886,1
387,898,1
389,367,1
389,576,1
389,941,1
390,265,1
390,273,1
390,934,1
390,955,1
392,236,1
392,478,1
392,496,1
393,611,3
393,620,1
393,662,1
393,1056,1
393,1099,1
393,1159,1
394,62,1
394,770,1
395,205,4
395,266,4
395,360,4
395,392,1
395,588,1
395,926,1
395,1092,1
395,1169,1
396,369,1
397,563,1
397,623,1
398,157,1
398,719,1
398,885,3
398,925,1
398,984,1
398,1195,1
399,20,1
399,113,1
399,250,2
399,704,1
399,867,2
400,1100,1
400,1194,1
401,827,1
401,1193,2
402,320,3
402,367,1
402,500,1
402,1071,2
402,1122,1
402,1175,1
402,1179,1
403,409,1
403,753,1
405,583,1
405,990,1
406,302,1
406,444,1
407,714,1
407,926,2
407,975,1
407,987,1
407,1056,1
408,432,1
410,69,1
412,557,2
413,252,1
414,226,4
414,933,1
414,1001,1
415,44,1
415,328,1
415,696,1
415,750,1
415,758,1
415,796,1
415,897,1
415,998,1
416,928,1
416,1059,4
416,1068,1
416,1137,1
417,469,1
417,503,1
417,1159,1
419,740,4
419,744,3
419,929,1
420,387,3
420,445,1
420,452,1
420,461,1
420,661,3
420,1066,1
420,1119,1
421,902,1
422,698,1
422,932,4
423,282,1
423,637,1
424,921,1
425,114,1
425,385,1
425,434,2
425,869,1
426,498,1
426,522,1
426,1125,1
426,1197,1
428,368,1
429,490,1
430,176,1
430,282,1
430,285,1
430,384,1
430,657,1
430,804,1
430,963,2
430,996,1
431,154,3
431,223,1
431,1012,3
432,474,1
432,594,1
432,888,1
432,922,1
432,971,1
432,993,1
432,1000,1
432,1051,1
432,1060,1
432,1161,1
433,483,3
433,664,1
433,741,1
433,753,1
433,914,4
434,613,1
434,698,1
435,958,1
435,1006,1
436,690,3
436,766,1
436,801,1
436,805,1
436,958,1
438,215,1
439,217,1
439,273,1
439,925,1
439,944,1
441,219,1
441,812,4
441,1119,1
442,1026,1
442,1187,1
443,1193,1
444,415,1
444,695,1
444,1119,1
444,1185,1
445,1131,1
449,885,1
450,583,2
451,36,1
451,40,1
451,453,2
451,505,1
451,797,1
452,425,1
452,444,1
452,457,4
452,893,1
453,313,1
453,1173,1
454,27,1
454,392,3
454,873,1
454,881,1
455,24,1
455,262,2
455,476,1
455,555,1
455,571,1
455,583,1
455,584,3
455,619,1
455,635,1
455,743,1
455,796,1
455,919,1
455,1028,1
455,1117,1
456,486,1
456,1025,1
457,231,2
457,293,1
457,505,1
457,572,1
457,1021,1
457,1138,1
458,36,1
458,349,1
458,1070,1
459,10,1
459,291,1
459,507,1
459,886,1
459,1025,3
459,1052,1
463,33,1
463,103,1
463,386,1
463,521,1
465,915,1
465,919,1
466,954,1
466,997,1
466,1097,1
467,416,1
469,222,1
469,941,1
469,947,2
469,987,1
469,1051,4
469,1140,1
469,1145,2
470,732,1
470,736,1
472,87,1
472,492,1
472,521,3
472,793,1
472,989,1
472,1146,1
474,138,1
474,518,1
474,607,1
475,5,4
475,38,1
475,407,1
475,747,1
475,787,1
475,818,1
475,901,1
475,980,1
475,1161,1
475,1190,3
476,824,1
476,841,1
477,248,1
477,381,3
477,416,1
477,796,1
477,909,1
477,999,1
477,1042,1
477,1121,1
478,114,1
478,335,1
478,919,1
478,1090,1
479,189,1
479,662,1
481,221,1
481,262,1
481,816,1
481,885,1
481,959,1
481,1008,1
481,1024,1
482,657,4
482,1019,1
482,1059,1
482,1067,1
482,1103,1
482,1193,1
483,24,3
483,135,1
483,770,1
483,1067,1
483,1123,3
484,180,1
484,183,1
484,216,1
484,562,1
484,772,1
485,507,1
485,710,1
485,743,1
485,1028,1
485,1186,1
485,1190,1
487,174,1
487,351,1
487,376,3
487,487,1
487,570,1
487,1132,4
488,20,1
488,288,1
488,325,1
488,390,1
488,1064,1
489,420,1
489,521,1
489,869,1
489,1037,1
489,1050,1
490,1099,1
490,1120,1
493,60,1
493,154,1
493,612,1
493,624,1
493,865,1
493,919,1
493,1024,1
493,1071,1
494,336,1
494,425,1
494,731,1
495,358,1
495,479,1
495,504,1
495,608,1
495,983,1
495,993,1
495,1029,1
495,1056,2
495,1144,1
496,193,1
496,280,1
496,451,1
496,677,1
496,1122,1
497,706,1
497,927,2
497,1043,1
497,1049,1
497,1071,1
497,1073,1
497,1116,1
497,1117,1
497,1123,1
497,1142,1
498,264,1
498,593,1
498,719,1
498,739,1
498,773,1
498,775,1
498,891,1
498,894,1
498,1064,1
498,1172,1
499,42,1
499,238,3
499,358,1
500,249,1
500,281,3
500,374,1
502,953,4
502,964,4
502,998,1
502,1004,1
503,9,1
503,257,3
503,305,1
503,539,4
503,610,1
503,621,1
503,811,4
503,848,3
504,315,1
504,422,3
504,942,1
504,985,1
504,1041,1
505,291,2
505,456,1
505,470,5
505,666,1
505,1061,1
506,24,1
506,169,1
506,206,1
506,1087,1
507,543,1
507,610,1
508,265,1
508,346,4
508,347,1
508,509,1
508,1172,1
509,619,1
509,707,1
510,20,1
510,40,3
510,173,1
510,469,1
510,502,1
510,590,1
510,1177,1
511,24,1
511,403,1
512,183,1
512,282,1
513,780,1
513,866,1
513,912,1
513,1144,1
513,1194,1
514,346,1
514,383,1
515,30,1
515,155,1
515,733,1
515,864,1
515,944,1
515,974,1
516,763,1
518,642,1
518,683,1
518,809,1
518,846,1
518,1065,1
519,250,1
519,1063,1
519,1119,1
519,1129,1
520,743,1
521,1027,1
523,433,1
523,896,1
523,1000,1
523,1193,1
524,422,1
524,461,1
524,717,2
524,1009,1
525,10,1
525,161,1
527,507,1
527,848,1
528,249,1
528,564,1
528,1142,1
529,903,1
531,176,1
531,404,1
531,461,1
531,488,1
531,986,1
531,1042,1
531,1086,2
533,388,1
533,558,1
533,912,1
533,1005,4
536,77,1
536,696,2
536,817,1
536,1007,1
536,1053,1
536,1084,1
537,1133,1
538,993,1
538,1035,1
540,580,1
540,781,1
541,583,1
542,142,1
542,298,1
542,331,1
542,405,1
542,813,1
542,1194,1
543,249,1
543,979,1
543,1081,1
543,1167,1
545,9,1
545,369,4
545,571,2
545,769,1
546,1066,1
546,1067,1
547,210,1
547,802,1
547,1097,1
548,462,1
549,690,1
549,1134,1
549,1151,2
550,241,4
550,272,1
551,175,4
552,369,1
552,464,1
552,570,1
552,698,1
552,956,1
553,214,1
553,243,1
554,822,3
554,856,1
554,932,3
554,1136,1
555,415,1
555,850,2
555,906,1
555,1067,1
555,1135,1
555,1153,1
556,38,1
556,669,1
557,94,1
557,253,1
557,420,1
557,581,1
557,590,1
557,898,1
558,628,1
560,1074,1
560,1086,1
560,1109,1
562,45,1
562,156,1
564,365,1
565,476,4
565,836,1
565,986,1
565,1061,1
566,104,3
566,686,2
566,827,1
566,852,1
566,904,1
566,1127,1
567,953,1
569,203,1
569,273,1
569,882,2
570,938,1
571,474,1
571,540,1
571,875,1
571,910,1
571,965,1
571,1045,1
571,1169,4
572,508,1
572,584,1
572,921,1
573,69,1
573,138,3
573,189,1
573,1073,1
575,361,1
575,1137,1
576,1031,1
576,1101,1
576,1171,1
577,1123,2
578,436,3
578,509,1
578,515,1
578,665,1
578,881,1
579,998,1
582,869,3
582,1104,1
583,724,1
583,835,1
583,840,1
584,970,2
584,1072,1
584,1075,1
585,445,1
585,685,1
585,1119,1
586,280,1
586,733,1
586,782,1
587,62,3
587,565,2
587,875,1
587,1080,1
587,1105,1
588,715,1
589,228,1
590,223,2
590,861,1
590,880,1
590,974,1
590,1015,1
590,1117,1
591,251,1
591,280,1
591,502,1
591,616,1
591,864,1
591,900,1
591,996,3
591,1097,2
593,359,4
593,362,1
593,418,1
593,490,4
594,366,1
594,424,1
594,541,1
594,607,1
594,687,1
594,725,1
594,796,1
594,939,2
594,963,1
594,1014,1
594,1148,1
595,330,2
595,762,1
595,877,1
595,995,1
595,1021,1
595,1030,1
595,1036,1
595,1039,1
595,1123,1
597,414,1
597,587,1
597,628,1
597,771,1
598,318,1
598,781,1
598,935,1
598,1171,1
599,170,1
599,183,1
599,669,1
599,683,1
602,414,1
605,62,1
605,247,1
605,379,1
605,725,1
605,871,1
605,920,1
605,1166,1
606,160,1
606,206,4
606,664,1
606,984,1
606,1093,1
606,1113,1
608,323,1
608,418,2
608,748,1
608,832,1
609,231,1
609,675,3
609,701,1
609,761,1
609,796,1
609,891,1
610,739,1
610,963,1
611,307,1
611,557,4
612,113,1
612,368,1
612,658,3
612,670,1
612,677,1
612,898,1
612,1170,1
613,688,3
613,1025,1
614,588,2
614,751,1
614,896,1
614,918,1
614,978,1
614,1072,1
614,1129,1
614,1188,1
615,168,1
615,282,1
616,577,1
617,1076,1
618,846,1
619,115,1
619,345,4
619,375,1
619,888,1
619,921,1
619,954,1
624,748,1
626,417,1
626,462,1
626,878,1
626,885,1
626,938,1
626,1049,2
629,621,1
629,1041,1
629,1061,2
629,1085,1
629,1173,1
629,1177,1
629,1187,1
630,911,1
631,355,1
631,504,1
631,512,1
631,591,1
632,51,2
632,511,1
632,531,1
632,591,1
632,676,2
632,884,2
634,175,1
634,227,4
634,274,1
634,555,4
634,664,1
635,275,1
635,327,1
635,416,1
635,578,1
635,626,1
636,38,1
636,533,1
636,958,1
637,642,1
637,666,4
637,900,1
638,208,2
638,291,1
638,642,1
638,741,1
638,749,1
638,778,1
638,882,1
638,1087,1
640,827,1
641,1134,1
642,38,1
643,277,1
643,383,1
643,711,1
643,772,1
643,805,3
643,909,1
643,1176,1
644,90,1
644,132,1
644,679,1
644,691,1
644,878,1
644,929,1
645,613,1
645,632,1
645,1047,1
646,252,1
646,636,4
646,985,1
646,1100,3
646,1181,1
647,387,1
649,891,1
650,802,1
651,647,1
651,666,1
651,855,1
652,238,1
652,520,1
653,8,1
653,360,1
653,412,1
653,576,1
653,672,1
653,869,1
653,934,1
653,979,1
654,219,4
654,665,1
654,673,1
654,698,1
654,861,1
654,918,1
655,94,1
655,897,1
655,1048,1
656,281,1
656,396,1
656,428,1
656,1070,1
656,1087,1
657,289,1
657,696,1
657,713,1
657,804,1
657,1109,1
657,1177,1
658,1137,1
658,1185,1
658,1188,1
659,180,1
659,257,4
659,451,1
659,689,1
660,412,2
660,515,1
660,927,1
660,1029,1
660,1172,1
662,359,4
662,365,1
662,452,1
662,949,1
662,1051,1
662,1061,1
663,535,1
663,574,2
663,914,1
663,989,1
663,1140,1
663,1173,4
664,87,1
664,738,1
664,894,1
665,256,1
665,456,3
666,24,1
666,429,1
666,444,1
666,903,2
666,1115,1
667,228,1
667,910,1
668,583,1
668,1121,1
668,1193,1
669,868,1
669,905,2
669,910,1
669,912,1
669,913,1
669,939,1
669,941,1
670,289,1
670,697,1
672,238,1
672,263,1
673,1054,1
673,1085,1
673,1101,1
674,912,1
675,385,3
676,466,1
676,645,1
677,19,1
680,142,1
680,707,1
680,708,1
680,734,1
680,855,1
680,918,1
680,941,1
680,1110,1
681,556,1
681,1101,1
682,428,1
682,475,1
683,38,4
683,369,1
683,991,1
683,1077,1
684,491,1
684,495,1
684,864,1
684,867,1
684,1059,1
684,1118,1
685,268,1
685,356,1
685,453,1
685,601,1
685,631,1
685,783,1
685,829,1
685,900,1
685,958,1
685,982,1
685,1016,1
685,1083,1
685,1119,1
686,998,2
686,1109,1
688,992,1
688,1005,1
689,557,1
689,583,3
689,678,1
691,674,1
691,886,1
691,928,1
692,178,1
692,744,1
692,1010,1
693,961,1
693,1010,4
693,1060,1
693,1188,1
694,222,3
695,647,1
695,885,1
695,953,1
695,988,1
695,1067,1
695,1081,1
695,1137,1
696,620,1
696,871,1
696,931,1
696,961,1
697,77,1
697,231,2
697,953,1
698,269,3
698,1049,1
698,1113,1
699,60,1
699,678,1
699,961,1
701,583,1
701,693,4
701,732,4
702,467,1
702,485,1
702,971,1
702,992,1
702,1136,1
703,24,1
703,250,1
703,365,1
703,377,1
703,390,1
703,601,2
703,666,1
704,1035,3
704,1043,1
704,1154,1
705,874,1
706,388,1
706,746,1
706,794,1
706,969,1
706,970,3
707,128,1
707,285,1
707,896,1
707,1022,1
708,442,1
708,473,1
708,866,1
708,918,1
708,924,1
708,1028,1
709,173,1
710,401,1
711,737,1
712,1149,4
714,101,1
714,263,1
714,333,1
714,472,1
714,545,1
714,969,1
715,1153,1
715,1189,1
716,123,4
716,694,1
716,891,1
718,288,1
718,460,1
718,816,1
719,577,1
719,955,1
719,1170,1
720,1083,1
723,101,1
723,102,1
723,371,1
723,372,1
723,426,1
723,685,1
723,790,1
723,941,1
726,417,1
727,946,1
727,1101,1
727,1105,1
728,529,1
728,557,1
728,606,1
728,802,1
728,991,1
729,249,1
730,53,1
730,517,1
730,555,2
730,620,1
730,679,1
730,1073,1
732,294,1
732,386,1
732,606,1
733,525,1
733,612,1
733,800,1
733,904,2
733,1039,1
734,213,1
734,257,4
734,671,1
734,871,1
734,954,1
734,1063,2
734,1099,1
734,1195,1
735,907,1
738,442,1
738,484,1
738,500,1
738,680,4
738,981,1
739,336,1
739,699,1
740,10,1
740,507,1
741,364,3
741,376,1
741,399,2
741,505,1
741,544,1
741,563,2
741,840,1
741,845,1
741,934,1
741,1023,1
742,496,1
744,778,1
744,823,1
744,1167,3
745,83,3
745,177,1
745,295,1
745,344,1
745,405,1
745,430,1
745,696,1
745,797,2
745,917,1
745,987,1
745,1003,1
748,708,1
748,711,1
748,1082,1
749,1049,4
749,1086,1
749,1182,1
750,947,1
750,1111,2
751,921,1
751,1124,1
753,14,1
753,115,2
753,358,1
753,637,1
755,891,1
757,85,1
757,383,1
757,421,1
757,439,1
757,445,1
758,1024,1
759,486,1
759,850,1
759,1090,1
760,829,1
760,831,1
760,985,1
760,1131,1
761,424,1
761,854,1
761,986,1
761,1085,1
761,1177,3
763,327,1
763,616,1
763,664,1
763,1099,1
764,311,1
764,611,1
764,759,1
766,444,1
766,565,1
766,1072,1
767,328,1
