ds,yhat
2020-05-24,2085.5458709652553
2020-05-25,2024.9649180781769
2020-05-26,2004.1092256934173
2020-05-27,2048.6867249668117
2020-05-28,2176.4785158496516
2020-05-29,2070.509723130742
2020-05-30,2101.0082129322127
2020-05-31,2153.895109052007
2020-06-01,2089.944793606253
2020-06-02,2064.248147508398
2020-06-03,2102.582075750435
2020-06-04,2222.8349348366332
2020-06-05,2108.175096744214
2020-06-06,2129.0063860868727
2020-06-07,2171.45441505001
2020-06-08,2096.521610402914
2020-06-09,2059.5448196069888
2020-06-10,2086.558690487456
2020-06-11,2195.714605214948
2020-06-12,2070.442575788768
2020-06-13,2081.4000151859996
2020-06-14,2114.9515860757433
2020-06-15,2032.3180937232357
2020-06-16,1989.028472755551
2020-06-17,2011.2782108235374
2020-06-18,2117.3441204100063
2020-06-19,1990.7429749223984
2020-06-20,2002.1780077383492
2020-06-21,2038.0175339796228
2020-06-22,1959.4436914130888
2020-06-23,1921.9053511511513
2020-06-24,1951.47851350267
2020-06-25,2066.284044770555
2020-06-26,1949.6501895308938
2020-06-27,1972.063751680396
2020-06-28,2019.6540778385183
2020-06-29,1953.3476960611765
2020-06-30,1928.3275038031043
2020-07-01,1970.3996548104715
2020-07-02,2097.4178306397775
2020-07-03,1992.4521614411233
2020-07-04,2025.7465242101493
2020-07-05,2083.2081961905765
2020-07-06,2025.5675738434009
2020-07-07,2007.8417258429245
2020-07-08,2055.7048245994065
2020-07-09,2186.915059777667
2020-07-10,2084.4852411711504
2020-07-11,2118.6407880819092
2020-07-12,2175.309078637785
2020-07-13,2115.2778918321746
2020-07-14,2093.6567588069647
2020-07-15,2136.244340061434
2020-07-16,2260.9515260705175
2020-07-17,2150.96758172374
2020-07-18,2176.7131604743076
2020-07-19,2224.324302384303
2020-07-20,2154.8052975544165
2020-07-21,2123.484384023568
2020-07-22,2156.375548931509
2020-07-23,2271.5962779824863
2020-07-24,2152.528843242136
2020-07-25,2169.7684286638582
2020-07-26,2209.6036251219357
2020-07-27,2133.165962747537
2020-07-28,2095.883174939014
2020-07-29,2123.83938190067
2020-07-30,2235.1920650785214
2020-07-31,2113.3332944381477
2020-08-01,2128.839140351264
2020-08-02,2167.9514520564717
2020-08-03,2091.7299127000892
2020-08-04,2055.508329070118
2020-08-05,2085.2583753840627
2020-08-06,2199.0105502553156
2020-08-07,2080.0196868487956
2020-08-08,2098.718819927387
2020-08-09,2141.205461301652
2020-08-10,2068.398064539039
2020-08-11,2035.4965128650229
2020-08-12,2068.3497337946696
2020-08-13,2184.8800953335767
2020-08-14,2068.2518337500182
2020-08-15,2088.827243201336
2020-08-16,2132.6546237154485
2020-08-17,2060.625733013552
2020-08-18,2027.9365610573914
2020-08-19,2060.4545362050717
2020-08-20,2176.1418430469375
2020-08-21,2058.222145978646
2020-08-22,2077.134510077732
2020-08-23,2119.018592250711
2020-08-24,2044.8689373109194
2020-08-25,2009.9922969804645
2020-08-26,2040.371186739043
2020-08-27,2154.083470342479
2020-08-28,2034.46537638464
2020-08-29,2052.0618460903106
2020-08-30,2093.1083872387085
2020-08-31,2018.6823622619827
2020-09-01,1984.157710826508
2020-09-02,2015.566390863291
2020-09-03,2131.0163819576987
2020-09-04,2013.853693231638
2020-09-05,2034.6122956306583
2020-09-06,2079.4961568719923
2020-09-07,2009.5312933454452
2020-09-08,1980.021809105956
2020-09-09,2016.9131605549414
2020-09-10,2138.2124317243874
2020-09-11,2027.1529916524528
2020-09-12,2054.147373751371
2020-09-13,2105.2724685048374
2020-09-14,2041.4248526393287
2020-09-15,2017.780132231856
2020-09-16,2060.1594468497437
2020-09-17,2186.4528319017018
2020-09-18,2079.7867292100254
2020-09-19,2110.479412626114
2020-09-20,2164.528357306448
2020-09-21,2102.7673249761074
2020-09-22,2080.327004885049
2020-09-23,2123.002333654976
2020-09-24,2248.676181455858
2020-09-25,2140.486698864063
2020-09-26,2168.782109136589
2020-09-27,2219.6070051039533
2020-09-28,2153.857964998892
2020-09-29,2126.742378781918
2020-09-30,2164.1436680343563
2020-10-01,2284.0426528387793
2020-10-02,2169.682429693807
2020-10-03,2191.5206168400114
2020-10-04,2235.7130971960614
2020-10-05,2163.2671417143447
2020-10-06,2129.497868685006
2020-10-07,2160.3912797324683
2020-10-08,2274.02367576563
2020-10-09,2153.724857925337
2020-10-10,2170.0290007666395
2020-10-11,2209.1573484663386
2020-10-12,2132.170626732787
2020-10-13,2094.425125301453
2020-10-14,2121.935681105329
2020-10-15,2232.7953454649123
2020-10-16,2110.3391122440994
2020-10-17,2125.0955592405435
2020-10-18,2163.270513200534
2020-10-19,2085.9005869443135
2020-10-20,2048.310497175028
2020-10-21,2076.4773463021434
2020-10-22,2188.451606091523
2020-10-23,2067.522137309527
2020-10-24,2084.169059000213
2020-10-25,2124.5485445045756
2020-10-26,2049.64736573837
2020-10-27,2014.741074331994
2020-10-28,2045.7589904200345
2020-10-29,2160.705731898314
2020-10-30,2042.8266206869534
2020-10-31,2062.5607889522703
2020-11-01,2106.0260779253354
2020-11-02,2034.1735716610824
2020-11-03,2002.2456793182198
2020-11-04,2036.1409646439292
2020-11-05,2153.8354848624176
2020-11-06,2038.5480050419983
2020-11-07,2060.6929391007147
2020-11-08,2106.36513568703
2020-11-09,2036.494372995913
2020-11-10,2006.3034929212774
2020-11-11,2041.67338422184
2020-11-12,2160.564581518217
2020-11-13,2046.182844007116
2020-11-14,2068.932556014295
2020-11-15,2114.902051922114
2020-11-16,2045.0187076447326
2020-11-17,2014.5077017382205
2020-11-18,2049.2576240744634
2020-11-19,2167.242663907219
2020-11-20,2051.6887043669917
2020-11-21,2073.0271283081993
2020-11-22,2117.3804020235502
2020-11-23,2045.7172457805618
2020-11-24,2013.3112653470052
2020-11-25,2046.1061992739612
2020-11-26,2162.1374976151806
2020-11-27,2044.6975510741838
2020-11-28,2064.288376351592
2020-11-29,2107.105834502935
2020-11-30,2034.193211199456
2020-12-01,2000.898062521793
2020-12-02,2033.235519570656
2020-12-03,2149.307814365312
2020-12-04,2032.4673999253428
2020-12-05,2053.2675299527705
2020-12-06,2097.9444386200307
2020-12-07,2027.569015211361
2020-12-08,1997.5019432162655
2020-12-09,2033.7555613779996
2020-12-10,2154.4122686487412
2020-12-11,2042.7868999971006
2020-12-12,2069.3769836898537
2020-12-13,2120.3450559608305
2020-12-14,2056.6709515614634
2020-12-15,2033.6080506998112
2020-12-16,2077.046736743521
2020-12-17,2204.9348697797923
2020-12-18,2100.4426709115187
2020-12-19,2133.9158823334737
2020-12-20,2191.361319974474
2020-12-21,2133.6026659882887
2020-12-22,2115.7403998657
2020-12-23,2163.519032277807
2020-12-24,2294.7513502211814
2020-12-25,2192.486968128698
2020-12-26,2226.968948819971
2020-12-27,2284.122511810866
2020-12-28,2224.7135817875046
2020-12-29,2203.8109891664526
2020-12-30,2247.1554103179737
2020-12-31,2372.5846922892792
2021-01-01,2263.2028079254424
2021-01-02,2289.3361732727653
2021-01-03,2337.0213309403043
2021-01-04,2267.161757423488
2021-01-05,2234.9876309160672
2021-01-06,2266.4216910192345
2021-01-07,2379.500897553127
2021-01-08,2257.541213962077
2021-01-09,2271.089342300117
2021-01-10,2306.405521764373
2021-01-11,2224.615267647172
2021-01-12,2181.1640136036326
2021-01-13,2202.1779192476306
2021-01-14,2305.8806815979824
2021-01-15,2175.753804368512
2021-01-16,2182.4842741541825
2021-01-17,2212.44386770599
2021-01-18,2126.838066277003
2021-01-19,2081.158623006779
2021-01-20,2101.5431098555473
2021-01-21,2206.191326451274
2021-01-22,2078.526046515351
2021-01-23,2089.1420494654794
2021-01-24,2124.287636519057
2021-01-25,2045.0165592976791
2021-01-26,2006.6443368039988
2021-01-27,2035.1121966604962
2021-01-28,2148.408414028418
2021-01-29,2029.734399299154
2021-01-30,2049.4593452128042
2021-01-31,2093.6074869097115
2021-02-01,2023.015752169546
2021-02-02,1992.7956260287222
2021-02-03,2028.7023172106421
2021-02-04,2148.56085862317
2021-02-05,2035.43636308403
2021-02-06,2059.592129877108
2021-02-07,2106.979558786104
2021-02-08,2038.397572974222
2021-02-09,2008.9553223298017
2021-02-10,2044.4412270136597
2021-02-11,2162.74799170385
2021-02-12,2047.040836095421
2021-02-13,2067.712687380289
2021-02-14,2110.870366088892
2021-02-15,2037.48956382942
2021-02-16,2002.8725026202064
2021-02-17,2033.0114698409664
2021-02-18,2146.008007855877
2021-02-19,2025.235161731872
2021-02-20,2041.2866940178146
2021-02-21,2080.4574620192743
2021-02-22,2003.892916817566
2021-02-23,1967.0417656356933
2021-02-24,1996.0151321287633
2021-02-25,2109.0021172166107
2021-02-26,1989.4292679782845
2021-02-27,2007.9079448538037
2021-02-28,2050.713838749512
2021-03-01,1978.936626627063
2021-03-02,1947.9338087260521
2021-03-03,1983.6920355585082
2021-03-04,2104.2457734463246
2021-03-05,1992.84073620597
2021-03-06,2019.885969298166
2021-03-07,2071.4387128643666
2021-03-08,2008.3598891150139
2021-03-09,1985.7741000740675
2021-03-10,2029.4372768614414
2021-03-11,2157.1616571008753
2021-03-12,2051.985345368522
2021-03-13,2084.1301745493115
2021-03-14,2139.4918349980107
2021-03-15,2078.7999707756526
2021-03-16,2057.082000210407
2021-03-17,2100.033694247596
2021-03-18,2225.446105549515
2021-03-19,2116.3760461065226
2021-03-20,2143.103802234819
2021-03-21,2191.6220538691864
2021-03-22,2122.793726582405
2021-03-23,2091.812591119365
2021-03-24,2124.5697283601776
2021-03-25,2239.07556174199
2021-03-26,2118.6247856667283
2021-03-27,2133.7480276594647
2021-03-28,2170.694374135154
2021-03-29,2090.582660756604
2021-03-30,2048.855519555854
2021-03-31,2071.6394781000963
2021-04-01,2177.1609851401968
2021-04-02,2048.905853994411
2021-04-03,2057.5661099279596
2021-04-04,2089.5185015731386
2021-04-05,2005.9726855866065
2021-04-06,1962.4231600067017
2021-04-07,1985.0082975660312
2021-04-08,2091.926380569041
2021-04-09,1966.5961261196971
2021-04-10,1979.6056559651786
2021-04-11,2017.1941103280465
2021-04-12,1940.4038272798675
2021-04-13,1904.5370509063434
2021-04-14,1935.520385894138
2021-04-15,2051.3267487918297
2021-04-16,1935.1421398891703
2021-04-17,1957.3210162155244
2021-04-18,2003.8742872149624
2021-04-19,1935.6276777119333
2021-04-20,1907.6842503105017
2021-04-21,1945.7941443390218
2021-04-22,2067.7811361421473
2021-04-23,1956.713218349714
2021-04-24,1982.860874883591
2021-04-25,2032.1869951919666
2021-04-26,1965.5061217647776
2021-04-27,1937.9468017437898
2021-04-28,1975.32010801722
2021-04-29,2095.5439723262602
2021-04-30,1981.810594049255
2021-05-01,2004.5406940147998
2021-05-02,2049.8686731321163
2021-05-03,1978.7965069785878
2021-05-04,1946.6503008153284
2021-05-05,1979.4427365584033
2021-05-06,2095.2912280840883
2021-05-07,1977.5792252315628
2021-05-08,1996.9046104490978
2021-05-09,2039.5594154199578
2021-05-10,1966.6788446373564
2021-05-11,1933.6936701216412
2021-05-12,1966.6893484852212
2021-05-13,2083.8217729988437
2021-05-14,1968.4771712110428
2021-05-15,1991.2201341474474
2021-05-16,2038.2740172527285
2021-05-17,1970.6716832312081
2021-05-18,1943.7106049728568
2021-05-19,1983.31560587825
2021-05-20,2107.459050488439
2021-05-21,1999.325873156851
2021-05-22,2029.2672883320088
2021-05-23,2083.287264488723
2021-05-24,2022.1995624418576
2021-05-25,2001.0891802976837
2021-05-26,2045.6813047314806
2021-05-27,2173.7674071909387
2021-05-28,2068.375706574743
2021-05-29,2099.7296885469996
2021-05-30,2153.738627106064
2021-05-31,2091.1577935571945
2021-06-01,2067.0521035442334
2021-06-02,2107.1662367779763
2021-06-03,2229.35083136141
2021-06-04,2116.7319668917917
2021-06-05,2139.6676486906877
2021-06-06,2184.235289887872
2021-06-07,2111.3879551275795
2021-06-08,2076.4132204822145
2021-06-09,2105.2978106185137
2021-06-10,2216.1477604715406
2021-06-11,2092.3514759446794
2021-06-12,2104.5295768759447
2021-06-13,2139.015695780664
2021-06-14,2057.0061739530365
2021-06-15,2014.012683542279
2021-06-16,2036.2211021331293
2021-06-17,2141.9065395727025
2021-06-18,2014.592026929699
2021-06-19,2024.9948654511275
2021-06-20,2059.5048998862003
2021-06-21,1979.3327224479322
2021-06-22,1939.9618729312556
2021-06-23,1967.508369725484
2021-06-24,2080.1374509056322
2021-06-25,1961.2249866434793
2021-06-26,1981.307485549245
2021-06-27,2026.5648596157862
2021-06-28,1957.9738327446646
2021-06-29,1930.765918870162
2021-06-30,1970.7931505480663
2021-07-01,2095.9512737622517
2021-07-02,1989.3476998811898
2021-07-03,2021.2579678928732
2021-07-04,2077.614714424459
2021-07-05,2019.1668780193668
2021-07-06,2000.942917449996
2021-07-07,2048.6210949320835
2021-07-08,2179.9564290380445
2021-07-09,2077.9515209559836
2021-07-10,2112.8149426519735
2021-07-11,2170.45114720487
2021-07-12,2111.619616737794
2021-07-13,2091.397043483621
2021-07-14,2135.545636626811
2021-07-15,2261.9372260483533
2021-07-16,2153.7204554198
2021-07-17,2181.274861798446
2021-07-18,2230.6959271389896
2021-07-19,2162.948955259214
2021-07-20,2133.3257169069116
2021-07-21,2167.8071075643234
2021-07-22,2284.4816417266707
2021-07-23,2166.7072251909135
2021-07-24,2185.060143979183
2021-07-25,2225.8154854299137
2021-07-26,2150.096960325317
2021-07-27,2113.3301662866656
2021-07-28,2141.602614491423
2021-07-29,2253.080398873547
2021-07-30,2131.1689815634745
2021-07-31,2146.4620417016617
2021-08-01,2185.2225880885335
2021-08-02,2108.534266680507
2021-08-03,2071.756843961399
2021-08-04,2100.8891096827456
2021-08-05,2213.9889827467305
2021-08-06,2094.338184721142
2021-08-07,2112.395308271544
2021-08-08,2154.2813541035043
2021-08-09,2080.935537208805
2021-08-10,2047.5752136356748
2021-08-11,2080.06304551005
2021-08-12,2196.3310698707746
2021-08-13,2079.5489283632555
2021-08-14,2100.0799912561206
2021-08-15,2143.9693716248935
2021-08-16,2072.101570742834
2021-08-17,2039.6615655275127
2021-08-18,2072.5024356177246
2021-08-19,2188.5691959123587
2021-08-20,2071.066111948088
2021-08-21,2090.411271076186
2021-08-22,2132.7224624174546
2021-08-23,2058.9721795306073
2021-08-24,2024.4456428875453
2021-08-25,2055.105036633674
2021-08-26,2169.009730057105
2021-08-27,2049.4798702802527
2021-08-28,2067.0472295994514
2021-08-29,2107.9374690440222
2021-08-30,2033.2217357223662
2021-08-31,1998.2715868206824
2021-09-01,2029.1205200216605
2021-09-02,2143.881953330149
2021-09-03,2025.9110987660254
2021-09-04,2045.754655294209
2021-09-05,2089.6325075916957
2021-09-06,2018.5893559378185
2021-09-07,1987.950260458841
2021-09-08,2023.6833535566432
2021-09-09,2143.819521579475
2021-09-10,2031.616444555531
2021-09-11,2057.510851393095
2021-09-12,2107.6030992549195
2021-09-13,2042.8119169330935
2021-09-14,2018.3332052239825
2021-09-15,2060.00605536905
2021-09-16,2185.7356947815383
2021-09-17,2078.6606598708377
2021-09-18,2109.1079701182
2021-09-19,2163.080336752577
2021-09-20,2101.4131803731593
2021-09-21,2079.23529660338
2021-09-22,2122.3362897304055
2021-09-23,2248.5904561480875
2021-09-24,2141.1244041067653
2021-09-25,2170.272184804168
2021-09-26,2222.061982732382
2021-09-27,2157.372167164118
2021-09-28,2131.3905831275424
2021-09-29,2169.9802513820255
2021-09-30,2291.1012172657565
2021-10-01,2177.975899532251
2021-10-02,2201.041783249432
2021-10-03,2246.435575985833
2021-10-04,2175.1467005304116
2021-10-05,2142.474071823158
2021-10-06,2174.389392861344
2021-10-07,2288.9567688581333
2021-10-08,2169.4960427308897
2021-10-09,2186.5337392172355
2021-10-10,2226.2857703743
2021-10-11,2149.809798878387
2021-10-12,2112.461219339506
2021-10-13,2140.255994364432
2021-10-14,2251.2901364116788
2021-10-15,2128.903220838097
2021-10-16,2143.6297912673376
2021-10-17,2181.6827766475844
2021-10-18,2104.106777232455
2021-10-19,2066.235136296828
2021-10-20,2094.0539883838
2021-10-21,2205.6230283203404
2021-10-22,2084.2403404178053
2021-10-23,2100.3951053758765
2021-10-24,2140.252264474239
2021-10-25,2064.806963568073
2021-10-26,2029.3426650761696
2021-10-27,2059.7960969800833
2021-10-28,2174.17876866444
2021-10-29,2055.7423861215134
2021-10-30,2074.9319846089184
2021-10-31,2117.8708659773683
2021-11-01,2045.5151772397653
2021-11-02,2013.1120381671144
2021-11-03,2046.5644109928758
2021-11-04,2163.852469334154
2021-11-05,2048.198828010633
2021-11-06,2070.021481466353
2021-11-07,2115.4185666887593
2021-11-08,2045.3228135604966
2021-11-09,2014.9596132324912
2021-11-10,2050.2119157226825
2021-11-11,2169.0417263797317
2021-11-12,2054.655569134776
2021-11-13,2077.4577638352575
2021-11-14,2123.535626007746
2021-11-15,2053.8144383230638
2021-11-16,2023.5161035477997
2021-11-17,2058.5246643518403
2021-11-18,2176.8084288151053
2021-11-19,2061.5860352652644
2021-11-20,2083.280267176987
2021-11-21,2128.0036894169525
2021-11-22,2056.7139182566834
2021-11-23,2024.672401258059
2021-11-24,2057.8098620799
2021-11-25,2174.1481243511225
2021-11-26,2056.9656302401454
2021-11-27,2076.750454282513
2021-11-28,2119.6848823276605
2021-11-29,2046.79937591323
2021-11-30,2013.4298157147628
2021-12-01,2045.5812062089165
2021-12-02,2161.3475920375704
2021-12-03,2044.0755464878544
2021-12-04,2064.315084926625
2021-12-05,2108.3021313859604
2021-12-06,2037.1104214716638
2021-12-07,2006.106800735482
2021-12-08,2041.3131668251237
2021-12-09,2160.824870606696
2021-12-10,2047.9729978015941
2021-12-11,2073.2744393645494
2021-12-12,2122.9139264571554
2021-12-13,2057.8959512088395
2021-12-14,2033.5005592033826
2021-12-15,2075.6462761845273
2021-12-16,2202.309984760203
2021-12-17,2096.6911590083446
2021-12-18,2129.1643371214204
2021-12-19,2185.763965643868
2021-12-20,2127.3394806412225
2021-12-21,2109.014543415744
2021-12-22,2156.553613991824
2021-12-23,2287.785589818649
2021-12-24,2185.7718223937422
2021-12-25,2220.762292412325
2021-12-26,2278.683975791395
2021-12-27,2220.299165904673
2021-12-28,2200.667573687893
2021-12-29,2245.515299829212
2021-12-30,2372.6603271329473
2021-12-31,2265.1817786132347
2022-01-01,2293.3766692251506
2022-01-02,2343.248147258591
2022-01-03,2275.6629722403964
2022-01-04,2245.8120513943904
2022-01-05,2279.5771486157705
2022-01-06,2394.953453121515
2022-01-07,2275.2153111662756
2022-01-08,2290.8689241655043
2022-01-09,2328.1361006642373
2022-01-10,2248.1069142354854
2022-01-11,2206.1952058453876
2022-01-12,2228.5001694409216
2022-01-13,2333.223837781575
2022-01-14,2203.831903389024
2022-01-15,2211.0018074826207
2022-01-16,2241.1023083621512
2022-01-17,2155.3424963022458
2022-01-18,2109.22429618721
2022-01-19,2128.9017839741573
2022-01-20,2232.5972034151637
2022-01-21,2103.761166808897
2022-01-22,2113.021000525726
2022-01-23,2146.661450598088
2022-01-24,2065.7756966992556
2022-01-25,2025.7206734085132
2022-01-26,2052.4799601599757
2022-01-27,2164.0840405803433
2022-01-28,2043.7753106480202
2022-01-29,2061.9616749414477
2022-01-30,2104.7028126205646
2022-01-31,2032.8669172581726
2022-02-01,2001.5917595680853
2022-02-02,2036.6531826094229
2022-02-03,2155.8906805140773
2022-02-04,2042.3772968152
2022-02-05,2066.377548538279
2022-02-06,2113.837338619099
2022-02-07,2045.5435590491925
2022-02-08,2016.58715246122
2022-02-09,2052.732683124884
2022-02-10,2171.844034383236
2022-02-11,2057.0534603049514
2022-02-12,2078.7177155831955
2022-02-13,2122.9052700194584
2022-02-14,2050.552378693264
2022-02-15,2016.9218674487374
2022-02-16,2047.967797505769
2022-02-17,2161.7557570056
2022-02-18,2041.6261525580971
2022-02-19,2058.1443807288974
2022-02-20,2097.582048122834
2022-02-21,2021.0671754791326
2022-02-22,1984.0374072006944
2022-02-23,2012.5995449521718
2022-02-24,2124.945296660168
2022-02-25,2004.5107422109663
2022-02-26,2021.923505065132
2022-02-27,2063.481885673327
2022-02-28,1990.3039547259657
2022-03-01,1957.7806638356606
2022-03-02,1991.9363008013684
2022-03-03,2110.8461613491895
2022-03-04,1997.7988915386313
2022-03-05,2023.2474164927166
2022-03-06,2073.292613180404
2022-03-07,2008.8376051289597
2022-03-08,1985.0465976944854
2022-03-09,2027.711427011881
2022-03-10,2154.67552960139
2022-03-11,2049.0026154979896
2022-03-12,2080.9337875628235
2022-03-13,2136.3770947434923
2022-03-14,2076.067234981837
2022-03-15,2055.0291764655976
2022-03-16,2098.948736886134
2022-03-17,2225.5997143710424
2022-03-18,2118.014763077903
2022-03-19,2146.4436921420875
2022-03-20,2196.843139594645
2022-03-21,2130.035329681205
2022-03-22,2101.1697041757934
2022-03-23,2136.090517915973
2022-03-24,2252.7600701306283
2022-03-25,2134.424867709685
2022-03-26,2151.5685247623996
2022-03-27,2190.395494806787
2022-03-28,2111.9835038493893
2022-03-29,2071.7386454938633
2022-03-30,2095.7564052071552
2022-03-31,2202.2384625872673
2022-04-01,2074.6527424445853
2022-04-02,2083.680684350093
2022-04-03,2115.695979499116
2022-04-04,2031.9127782728845
2022-04-05,1987.8374437188122
2022-04-06,2009.6272075473041
2022-04-07,2115.505641048907
2022-04-08,1988.9224456458453
2022-04-09,2000.5015379842396
2022-04-10,2036.5216536964676
2022-04-11,1958.067419590366
2022-04-12,1920.4848883743248
2022-04-13,1949.744786192049
2022-04-14,2063.863256761417
2022-04-15,1946.0674595363548
2022-04-16,1966.7498349058078
2022-04-17,2011.9550885815333
2022-04-18,1942.53766766633
2022-04-19,1913.6235448852055
2022-04-20,1950.9793882351296
2022-04-21,2072.4387362484013
2022-04-22,1961.072386673616
2022-04-23,1987.1466801240617
2022-04-24,2036.6136212088911
2022-04-25,1970.2705248493066
2022-04-26,1943.222946721753
2022-04-27,1981.2539463349867
2022-04-28,2102.2493038140083
2022-04-29,1989.365928615299
2022-04-30,2012.9872008435034
2022-05-01,2059.2092738142637
2022-05-02,1988.9961362866675
2022-05-03,1957.6373254763955
2022-05-04,1991.1114892914372
2022-05-05,2107.505582291433
2022-05-06,1990.1771059838777
2022-05-07,2009.703310569115
2022-05-08,2052.3615623687483
2022-05-09,1979.2788451135923
2022-05-10,1945.8844454030423
2022-05-11,1978.2691648961531
2022-05-12,2094.6009687731703
2022-05-13,1978.2845834910468
2022-05-14,1999.9090378597314
2022-05-15,2045.7274009301427
2022-05-16,1976.8067050812933
2022-05-17,1948.4820951927995
2022-05-18,1986.7185076764154
2022-05-19,2109.5297218230585
2022-05-20,2000.14220295526
2022-05-21,2028.947614091974
2022-05-22,2081.9881116941892
2022-05-23,2020.1122592854313
2022-05-24,1998.4354327981798
2022-05-25,2042.707846667439
2022-05-26,2170.739865447712
2022-05-27,2065.57184486521
2022-05-28,2097.432210339144
2022-05-29,2152.2277315225538
2022-05-30,2090.7036856187483
2022-05-31,2067.907662206805
2022-06-01,2109.560040727511
2022-06-02,2233.480733534278
2022-06-03,2122.7593944949645
2022-06-04,2147.712786429096
2022-06-05,2194.3732807631445
2022-06-06,2123.6462262432356
2022-06-07,2090.7700108142285
2022-06-08,2121.6819467491778
2022-06-09,2234.439691938658
2022-06-10,2112.3855488452327
2022-06-11,2126.097491287252
2022-06-12,2161.8710611227098
2022-06-13,2080.870047318125
